id_grupo_pesquisa,codigo,base_pesquisa,home_page,id_coordenador,coordenador,area_conhecimento_cnpq,situacao
121192136,GEC509-19,Estudos em Design,Sem home page,5758544,RODRIGO NAUMANN BOUFLEUR,Desenho Industrial,EM CONSOLIDACÃO
98431758,GEE312-13,"ESTUDOS EM FILOSOFIA, CIÊNCIA, TECNOLOGIA E SOCIEDADE",Sem home page,5755382,ANGELA LUZIA MIRANDA,Filosofia,CONSOLIDADO
133123484,GED543-19,Estudos em Motricidade Orofacial e Disfagia Orofaríngea,Sem home page,5753032,HIPOLITO VIRGILIO MAGALHAES JUNIOR,Fonoaudiologia,EM CONSOLIDACÃO
59,GCC059-00,ESTUDOS GEOAMBIENTAIS,Sem home page,15370,FERNANDO MOREIRA DA SILVA,Ciências Humanas,CONSOLIDADO
120147618,GEE416-16,Estudos Organizacionais em Gestão de Projetos,Sem home page,22739,MANOEL VERAS DE SOUSA NETO,Administração,EM CONSOLIDACÃO
97962004,GED339-13,Estudos relacionados a cirurgia do aparelho digestivo,Sem home page,5755545,JOSE ROBERTO ALVES,Medicina,CONSOLIDADO
132,GCG133-02,ESTUDOS SOBRE POLUIÇÃO AMBIENTAL (EPA),Sem home page,5753340,KARINA PATRICIA VIEIRA DA CUNHA,Engenharia Sanitária,CONSOLIDADO
130262801,GEC489-18,Estudos Sociocognitivos do Texto (ESCOT),Sem home page,5758392,ERIK FERNANDO MILETTA MARTINS,Teoria e Análise Linguística,EM CONSOLIDACÃO
96014099,GEE311-13,Ética na Administração,Sem home page,23905,ANA PATRICIA RODRIGUES LEITE,Administração,CONSOLIDADO
90683528,GEC281-12,"Etnologia, Tradição, Ambiente e Pesca Artesanal - ETAPA",Sem home page,23859,FRANCISCA DE SOUZA MILLER,Antropologia,CONSOLIDADO
143,GCE142-03,"EXCLUSÃO SOCIAL, SAÚDE E CIDADANIA",Sem home page,24826,JOAO DANTAS PEREIRA,Serviço Social,CONSOLIDADO
91009648,GEC287-12,"Festas, Identidades e Territorialidades",Sem home page,5753413,ALESSANDRO DOZENA,História,CONSOLIDADO
120857424,GEC444-17,"Filologia, Língua e Literatura Antigas (FILIA)",Sem home page,5758473,MARCOS CESAR TINDO BARBOSA,Letras,EM CONSOLIDACÃO
50999331,GEE256-10,FINANÇAS,Sem home page,5753595,VINICIO DE SOUZA E ALMEIDA,Ciências Sociais Aplicadas,CONSOLIDADO
140,GCB140-02,FÍSICA DOS QUASI-CRISTAIS,Sem home page,16786,EUDENILSON LINS DE ALBUQUERQUE,Ciências Exatas e da Terra,CONSOLIDADO
100,GCB100-00,FÍSICA ESTATÍSTICA DE SISTEMAS COOPERATIVOS,Sem home page,17279,ANANIAS MONTEIRO MARIZ,Ciências Exatas e da Terra,CONSOLIDADO
76,GCB076-00,"FÍSICA, ESTATÍSTICA, POLÍMEROS E SIMULAÇÕES",Sem home page,16260,LIACIR DOS SANTOS LUCENA,Ciências Exatas e da Terra,CONSOLIDADO
4878102,GEI249-10,Florestas. Bioenergia e Meio Ambiente,Sem home page,21977,JOSE AUGUSTO DA SILVA SANTANA,Ciências Agrárias,EM CONSOLIDACÃO
114,GCC116-01,"Formação dos Espaços Coloniais: Fontes, Ensino e Pesquisa",Sem home page,5754333,LIGIO JOSE DE OLIVEIRA MAIA,História,CONSOLIDADO
41,GCE040-00,FORMAÇÃO E PROFISSIONALIZAÇÃO DOCENTE,Sem home page,15552,BETANIA LEITE RAMALHO,Ciências Humanas,CONSOLIDADO
11677561,GEB210-09,Formal Methods and Languages Research Laboratory,Sem home page,5751828,MARCEL VINICIUS MEDEIROS OLIVEIRA,Ciência da Computação,CONSOLIDADO
50,GCE049-01,FUNDAMENTOS DA EDUCAÇÃO E PRÁTICAS CULTURAIS,Sem home page,23010,ANTONIO BASILIO NOVAES THOMAZ DE MENEZES,Filosofia,CONSOLIDADO
79,GCB079-00,GCM - Grupo de Catálise e Petroquímica,Sem home page,21609,ANTONIO SOUZA DE ARAUJO,Química,CONSOLIDADO
137113442,GED549-19,GEDINS - Grupo de Estudos sobre Diversidade e Inclusão em Nutrição e Saúde,Sem home page,5754552,URSULA VIANA BAGNI,Análise Nutricional de População,CONSOLIDADO
95132380,GEI401-16,GEFORP - Grupo de Estudos em Forragicultura e Produção de Ruminantes - UFRN,Sem home page,5758711,STELA ANTAS URBANO,Zootecnia,EM CONSOLIDACÃO
146,GCC144-03,"GEMINI - Grupo de Estudos de Mídia - Análises e Pesquisas em Cultura, Processos e Produtos Midiáticos",Sem home page,25986,MARCELO BOLSHAW GOMES,Comunicação,CONSOLIDADO
911210,GEC179-06,"GÊNERO, CORPO E SEXUALIDADE",Sem home page,22941,ELISETE SCHWADE,Antropologia,CONSOLIDADO
47,GCE046-98,"GÊNERO E PRÁTICAS CULTURAIS: ABORDAGENS HISTÓRICAS, EDUCATIVAS E LITERÁRIAS",Sem home page,22718,MARIA ARISNETE CAMARA DE MORAIS,Ciências Humanas,CONSOLIDADO
30,GCG029-02,"GÊNERO, PLANEJAMENTO, MEIO AMBIENTE E DESENVOLVIMENTO",Sem home page,19009,FRANCOISE DOMINIQUE VALERY,Planejamento Urbano e Regional,CONSOLIDADO
11,GCA010-97,GENÉTICA DE RECURSOS MARINHOS,Sem home page,23680,WAGNER FRANCO MOLINA,Ciências Biológicas,CONSOLIDADO
126939647,GEL457-17,Genética e Morfofisiologia da Síndrome de Berardinelli-Seip,Sem home page,5753859,JULLIANE TAMARA ARAUJO DE MELO CAMPOS,Genética,EM CONSOLIDACÃO
102532895,GEB364-14,Geoecologia e Biogeografia de Ambientes Tropicais,Sem home page,5756052,DIOGENES FELIX DA SILVA COSTA,Geociências,CONSOLIDADO
94570129,GEF443-17,Geoecologia e recursos naturais,Sem home page,16940,RENATO DE MEDEIROS ROCHA,Geociências,EM CONSOLIDACÃO
98,GCB098-97,Geologia Sedimentar e Neotectônica,Sem home page,15526,MARCELA MARQUES VIEIRA,Ciências Exatas e da Terra,CONSOLIDADO
91743752,GEC291-12,"GEORISCO - Dinâmicas ambientais, riscos e ordenamento do território",Sem home page,5753612,LUTIANE QUEIROZ DE ALMEIDA,Geografia,CONSOLIDADO
21,GCG020-95,"GEOTECNIA, USOS DO SOLO E MEIO AMBIENTE",Sem home page,22823,OLAVO FRANCISCO DOS SANTOS JUNIOR,Engenharias,CONSOLIDADO
98742538,GEE332-13,GEPPOT  GRUPO DE PESQUISA EM PLANEJAMENTO E ORGANIZAÇÃO DO TURISMO,Sem home page,5755548,WILKER RICARDO DE MENDONCA NOBREGA,Turismo,CONSOLIDADO
137,GCE138-02,GESTÃO DE SISTEMAS E TECNOLOGIAS DE INFORMAÇÃO,Sem home page,22741,ANATALIA SARAIVA MARTINS RAMOS,Administração,CONSOLIDADO
97994639,GED319-13,"GESTÃO, EDUCAÇÃO, TRABALHO E SAÚDE",Sem home page,5752206,JANETE LIMA DE CASTRO,Saúde Coletiva,CONSOLIDADO
124955497,GEE461-18,"GESTÃO, ESPIRITUALIDADE E RELIGIÃO",Sem home page,24896,GABRIEL MARTINS DE ARAUJO FILHO,Administração,EM CONSOLIDACÃO
50999338,GEF257-10,"Gestão Territorial, Sistemas de informação e Cartografia Digital",Sem home page,16940,RENATO DE MEDEIROS ROCHA,Geociências,EM CONSOLIDACÃO
90843541,GEF284-12,"Gestão, Turismo e Políticas Públicas - GEPOLISTUR",Sem home page,24415,ANDREA CRISTINA SANTOS DE JESUS,Administração,CONSOLIDADO
7,GCA006-00,GLICOCONJUGADOS: ESTRUTURA E ATIVIDADES FARMACOLÓGICAS,Sem home page,26013,HUGO ALEXANDRE DE OLIVEIRA ROCHA,Ciências Biológicas,CONSOLIDADO
88682241,GEG274-11,GppCom - Grupo de Pesquisa em Prototipagem Rápida de Soluções para Comunicação,Sem home page,5753604,VICENTE ANGELO DE SOUSA JUNIOR,Engenharia Elétrica,CONSOLIDADO
9532260,GEH205-08,GRUMUS,Sem home page,5758536,TAMAR GENZ GAULKE,Artes,CONSOLIDADO
129605103,GED482-18,Grupo de Estudo em Biomecânica (GEBIO),Sem home page,5759431,LEONIDAS DE OLIVEIRA NETO,Educação Física,EM CONSOLIDACÃO
12474050,GEG192-07,Grupo de Estudo em Estruturas e Materiais de Construção,Sem home page,25443,JOEL ARAUJO DO NASCIMENTO NETO,Engenharias,CONSOLIDADO
107805000,GED452-17,Grupo de Estudo em Ludomotricidade - GEL,Sem home page,5755233,PATRICK RAMON STAFIN COQUEREL,Educação Física,EM CONSOLIDACÃO
68,GCD068-00,GRUPO DE ESTUDO EM SAÚDE BUCAL,Sem home page,22011,MARIA ANGELA FERNANDES FERREIRA,Ciências da Saúde,CONSOLIDADO
2460014,GED237-10,GRUPO DE ESTUDO E PESQUISA EM BIOLOGIA INTEGRATIVA DO EXERCÍCIO,Sem home page,5752953,ALEXANDRE HIDEKI OKANO,Educação Física,CONSOLIDADO
136223856,GED556-19,Grupo de Estudo e Pesquisa em Enfermagem em Centro Cirúrgico e Central de Material e Esterilização,Sem home page,5753497,CRISTIANE RIBEIRO DE MELO LINO,Enfermagem Médico-Cirúrgica,CONSOLIDADO
106644207,GED373-15,"Grupo de Estudo e Pesquisa em Fisiologia do Crescimento, desenvolvimento e desempenho motor",Sem home page,5755812,ARNALDO LUIS MORTATTI,Educação Física,EM CONSOLIDACÃO
122,GCC124-94,GRUPO DE ESTUDOS DA COMPLEXIDADE-GRECOM,Sem home page,18170,MARIA DA CONCEICAO XAVIER DE ALMEIDA,Ciências Sociais Aplicadas,CONSOLIDADO
95897652,GEI407-16,Grupo de Estudos da Salinidade no Semiárido Nordestino,Sem home page,5357693,ROBSON ALEXSANDRO DE SOUSA,Engenharia Agrícola,EM CONSOLIDACÃO
132993622,GEG473-18,Grupo de Estudos de Direito e Regulação das Telecomunicações (GEDIRT),Sem home page,23685,CLAUDIO RODRIGUES MUNIZ DA SILVA,Sistemas de Telecomunicações,EM CONSOLIDACÃO
99,GCB099-93,GRUPO DE ESTUDOS DEMOGRÁFICOS,Sem home page,18200,MARIA CELIA DE CARVALHO FORMIGA,Ciências Sociais Aplicadas,CONSOLIDADO
123,GCE123-94,GRUPO DE ESTUDOS DE PRÁTICAS EDUCATIVAS EM MOVIMENTO-GEPEM,Sem home page,23125,IRENE ALVES DE PAIVA,Educação,CONSOLIDADO
911650,GCG158-05,GRUPO DE ESTUDOS DE TRIBOLOGIA E INTEGRIDADE ESTRUTURAL,Sem home page,18202,JOAO TELESFORO NOBREGA DE MEDEIROS,Engenharia Mecânica,CONSOLIDADO
134639094,GED497-19,"GRUPO DE ESTUDOS EM AVALIAÇÃO DE POLÍTICAS,  PROGRAMAS E SERVIÇOS DE SAÚDE",Sem home page,24040,SEVERINA ALICE DA COSTA UCHOA,Saúde Coletiva,EM CONSOLIDACÃO
16850480,GEE223-09,GRUPO DE ESTUDOS EM ECONOMIA POLÍTICA DO DESENVOLVIMENTO ECONÔMICO - GEEPD,Sem home page,5759516,ESTHER MAJEROWICZ GOUVEIA,Economia,CONSOLIDADO
103616639,GEE365-14,Grupo de Estudos em Gestão do Turismo,Sem home page,5755539,LUIZ AUGUSTO MACHADO MENDES FILHO,Turismo,CONSOLIDADO
98527799,GEE310-13,Grupo de Estudos em Gestão e Economia da Educação (GEGEE),Sem home page,5752012,LUCIANO MENEZES BEZERRA SAMPAIO,Administração,CONSOLIDADO
134904805,GEE555-19,Grupo de Estudos em Lipodistrofias (GEL),Sem home page,25441,JOSIVAN GOMES DE LIMA,Endocrinologia,EM CONSOLIDACÃO
130136429,GEC471-18,Grupo de Estudos em Lógica,Sem home page,5757425,SAMIR BEZERRA GORSKY,Lógica,EM CONSOLIDACÃO
93196961,GEI498-19,Grupo de Estudos em Meliponicultura e Apicultura da UFRN - GEMAPIS,Sem home page,5752909,GUNTHINEIA ALVES DE LIRA,Zootecnia,EM CONSOLIDACÃO
90691640,GEL294-12,"Grupo de Estudos em Metabolismo, Exercício e Nutrição",Sem home page,5754337,ANA PAULA TRUSSARDI FAYH,Nutrição,CONSOLIDADO
96,GCC096-00,GRUPO DE ESTUDOS EM METAFÍSICA E TRADIÇÃO,Sem home page,22824,OSCAR FEDERICO BAUCHWITZ,Ciências Humanas,CONSOLIDADO
118893337,GEI508-19,Grupo de Estudos em Moringa oleífera (GEMOL),Sem home page,23856,MAGDA MARIA GUILHERMINO,Ciência e Tecnologia de Alimentos,EM CONSOLIDACÃO
102831374,GED500-19,Grupo de Estudos em Práticas Farmacêuticas,Sem home page,18908,IVONETE BATISTA DE ARAUJO,Farmácia,EM CONSOLIDACÃO
97,GCD097-98,GRUPO DE ESTUDOS EM SAÚDE COLETIVA,Sem home page,24040,SEVERINA ALICE DA COSTA UCHOA,Ciências da Saúde,CONSOLIDADO
118565957,GEI422-16,GRUPO DE ESTUDOS EM SEMENTES FLORESTAIS - GESFLOR,Sem home page,5752803,MAURO VASCONCELOS PACHECO,Recursos Florestais e Engenharia Florestal,EM CONSOLIDACÃO
123346568,GEG427-17,Grupo de Estudos em Solidificação de Metais e Ligas,Sem home page,5758736,BISMARCK LUIZ SILVA,Engenharia de Materiais e Metalúrgica,EM CONSOLIDACÃO
114496955,GED504-19,Grupo de Estudos em Tecnologia Assistiva (GETA),Sem home page,5752155,PAULO MOREIRA SILVA DANTAS,Educação Física,EM CONSOLIDACÃO
93755560,GEI357-14,Grupo de Estudos e Pesquisa em Agroenergia,Sem home page,5754355,MARCIO DIAS PEREIRA,Agronomia,EM CONSOLIDACÃO
100027103,GED346-13,GRUPO DE ESTUDOS E PESQUISA EM CARDIOLOGIA (GEPECARDIO),Sem home page,64106,ROSIANE VIANA ZUZA DINIZ,Medicina,CONSOLIDADO
98830007,GED336-13,Grupo de Estudos e Pesquisa em Enfermagem Baseada em Evidência (GEPEBE/UFRN),Sem home page,5754604,ALEXSANDRA RODRIGUES FEIJAO,Enfermagem,CONSOLIDADO
13074760,GEE211-09,"Grupo de estudos e pesquisa em espaço, trabalho, inovação e sustentabilidade - GEPETIS",Sem home page,23730,WILLIAM EUFRASIO NUNES PEREIRA,Ciências Sociais Aplicadas,CONSOLIDADO
98024194,GED368-15,GRUPO DE ESTUDOS E PESQUISA EM PSICOBIOLOGIA DO EXERCÍCIO E ESPORTE  GEPPEE,Sem home page,5755393,HASSAN MOHAMED ELSANGEDY,Educação Física,EM CONSOLIDACÃO
126791304,GEE478-18,Grupo de Estudos e Pesquisa em Psicologia Educacional,Sem home page,5756283,CYNARA TEIXEIRA RIBEIRO,Educação,EM CONSOLIDACÃO
1385230,GCE094-00,GRUPO DE ESTUDOS E PESQUISA EM SEGURIDADE SOCIAL E SERVIÇO SOCIAL,Sem home page,19088,MARCIA MARIA DE SA ROCHA,Serviço Social,CONSOLIDADO
93973472,GED318-13,Grupo de Estudos e Pesquisas de Avaliação em Saúde-GEPEAS,Sem home page,5754336,FABIA BARBOSA DE ANDRADE,Saúde Coletiva,CONSOLIDADO
93375577,GEN376-15,"Grupo de Estudos e Pesquisas ""Educação com Crianças de Zero a Três Anos",Sem home page,23203,NAIRE JANE CAPISTRANO,Educação,EM CONSOLIDACÃO
132189089,GEN532-19,Grupo de Estudos e Pesquisas em Educação Inclusiva a partir de Vygotski (GEPEIVyg),Sem home page,5758395,ADRIANE CENCI,Educação Especial,EM CONSOLIDACÃO
13568960,GEA214-09,GRUPO DE ESTUDOS E PESQUISAS EM EDUCAÇÃO MÉDICA,Sem home page,25939,ELAINE LIRA MEDEIROS,Medicina,CONSOLIDADO
43,GCE042-00,GRUPO DE ESTUDOS E PESQUISAS EM GESTÃO INSTITUCIONAL E POLÍTICAS PÚBLICAS,Sem home page,5756793,FABIO RESENDE DE ARAUJO,Administração,CONSOLIDADO
129,GCE130-02,Grupo de Estudos e Pesquisas em Meios de Comunicação e Educação,Sem home page,5758416,CIBELLE AMORIM MARTINS,Educação,CONSOLIDADO
91041198,GEE290-12,"Grupo de Estudos e Pesquisas em Questão Social, Política Social e Serviço Social",Sem home page,5755037,EDLA HOFFMANN,Serviço Social,CONSOLIDADO
7033240,GED199-08,GRUPO DE ESTUDOS E PESQUISAS EM REABILITAÇÃO ORAL - GEPRO,www.ciade.dod.ufrn.br,2257775,GUSTAVO AUGUSTO SEABRA BARBOSA,Odontologia,CONSOLIDADO
130339056,GEB485-18,Grupo de Estudos e Pesquisas em Tecnologias para a Educação Científica,Sem home page,5757185,MILTON THIAGO SCHIVANI ALVES,Tecnologia Educacional,EM CONSOLIDACÃO
60,GCC060-00,GRUPO DE ESTUDOS E PESQUISAS SOBRE O TRABALHO - GEPET,Sem home page,5751673,JORGE TARCISIO DA ROCHA FALCAO,Psicologia,CONSOLIDADO
64,GCC064-99,GRUPO DE ESTUDOS INTER-AÇÕES PESSOA-AMBIENTE,Sem home page,18229,JOSE DE QUEIROZ PINHEIRO,Ciências Humanas,CONSOLIDADO
123452618,GEB455-17,Grupo de Estudos Observacionais e de Modelagem da Interação Biosfera-Atmosfera,Sem home page,5756337,BERGSON GUEDES BEZERRA,Meteorologia Aplicada,EM CONSOLIDACÃO
118,GCC120-01,GRUPO DE ESTUDOS PSICOLOGIA E SAÚDE - GEPPS,Sem home page,18150,EULALIA MARIA CHAVES MAIA,Ciências Humanas,CONSOLIDADO
117,GCC119-01,GRUPO DE ESTUDOS SOBRE CULTURAS POPULARES,Sem home page,20803,LUIZ CARVALHO DE ASSUNCAO,Ciências Humanas,CONSOLIDADO
95491992,GEC359-14,Grupo de Estudos Trabalho Estado e Sociedade - GETES,Sem home page,5754627,CESAR SANSON,Sociologia,EM CONSOLIDACÃO
72,GCB072-00,GRUPO DE MATERIAIS E TECNOLOGIA DO PÓ,Sem home page,16988,UILAME UMBELINO GOMES,Engenharias,CONSOLIDADO
16,GCG015-00,GRUPO DE MICROONDAS E ANTENAS,Sem home page,16931,ADAILDO GOMES D ASSUNCAO,Engenharias,CONSOLIDADO
103,GCD105-01,GRUPO DE PESQUISA CORPO E CULTURA DE MOVIMENTO,Sem home page,22992,JOSE PEREIRA DE MELO,Ciências da Saúde,CONSOLIDADO
85199138,GCA263-10,GRUPO DE PESQUISA DE AMBIENTES AQUÁTICOS,Sem home page,5753378,FULVIO AURELIO DE MORAIS FREIRE,Ciências Biológicas,CONSOLIDADO
127364281,GEE518-19,Grupo de pesquisa de direito empresarial e empreendedorismo - GrupEmp,Sem home page,22759,CLEANTO FORTUNATO DA SILVA,Direito Comercial,EM CONSOLIDACÃO
100499761,GEB369-15,Grupo de Pesquisa de Modelagem e Observação de Química da Atmosfera (GP-MOQA),Sem home page,5754324,JUDITH JOHANNA HOELZEMANN,Geociências,EM CONSOLIDACÃO
120157805,GEH459-18,Grupo de pesquisa de prática de instrumentos musicais,Sem home page,5751745,RADEGUNDIS ARANHA TAVARES FEITOSA,Artes,EM CONSOLIDACÃO
117977322,GEC419-16,"GRUPO DE PESQUISA EDUCAÇÃO, LINGUAGEM E SURDEZ",Sem home page,5757652,LARALIS NUNES DE SOUSA OLIVEIRA,Multidisciplinar,EM CONSOLIDACÃO
114879085,GED390-16,Grupo de Pesquisa e Estudos em Saúde Coletiva,Sem home page,5756285,CECILIA NOGUEIRA VALENCA,Saúde Coletiva,EM CONSOLIDACÃO
118894690,GED412-16,Grupo de Pesquisa e Inovação Tecnológica em Saúde de Caicó - PITES,Sem home page,5756238,MARCELO DOS SANTOS,Engenharia Biomédica,EM CONSOLIDACÃO
100670900,GED361-14,Grupo de Pesquisa em Alimentação Coletiva - GPAC,Sem home page,5752994,PRISCILLA MOURA ROLIM,Nutrição,CONSOLIDADO
911026,GEC175-06,Grupo de Pesquisa em Análise Textual dos Discursos,Sem home page,20788,MARIA DAS GRACAS SOARES RODRIGUES,Linguística,CONSOLIDADO
95169514,GEB302-12,Grupo de Pesquisa em Artefatos Físicos de Interação (PAIRG),Sem home page,5754320,LEONARDO CUNHA DE MIRANDA,Ciência da Computação,EM CONSOLIDACÃO
122872847,GEF449-17,Grupo de Pesquisa em Ciências e Tecnologias Aeroespaciais - GP CTA,Sem home page,5753754,JOSE HENRIQUE FERNANDEZ,Geociências,EM CONSOLIDACÃO
1155520,GCC164-05,"Grupo de Pesquisa em Corpo, Dança e Processos de Criação - CIRANDAR",Sem home page,5755030,MARCILIO DE SOUZA VIEIRA,Artes,CONSOLIDADO
92083358,GEE316-13,"GRUPO DE PESQUISA EM EDUCAÇÃO, AUDITORIA E PERÍCIA CONTÁBIL",Sem home page,2301337,ERIVAN FERREIRA BORGES,Administração,CONSOLIDADO
134376769,GEV537-19,Grupo de Pesquisa em Educação e Trabalho Interprofissional em Saúde  GRUPETIS,Sem home page,5760134,MARCELO VIANA DA COSTA,Saúde Coletiva,EM CONSOLIDACÃO
129965734,GEF484-18,Grupo de Pesquisa em Ensino de Geografia,Sem home page,5753660,DIEGO SALOMAO CANDIDO DE OLIVEIRA SALVADOR,Geografia,EM CONSOLIDACÃO
118841459,GEC421-16,Grupo de Pesquisa em Estrutura e Evolução de Paisagens do Quaternário,Sem home page,5758430,RODRIGO DE FREITAS AMORIM,Geografia,EM CONSOLIDACÃO
3020127,GEC241-10,Grupo de Pesquisa em Estudos do Texto e do Discurso - GETED,Sem home page,5752278,SULEMI FABIANO CAMPOS,Linguística,CONSOLIDADO
106969395,GEC386-15,Grupo de Pesquisa em Estudos Hispânicos e Ensino,Sem home page,5753093,ALEXANDRO TEIXEIRA GOMES,Letras,EM CONSOLIDACÃO
95385020,GEC305-13,Grupo de Pesquisa em Estudos Irlandeses,Sem home page,26007,ANA GRACA CANAN,Letras,CONSOLIDADO
99064429,GEE333-13,Grupo de Pesquisa em Estudos Organizacionais,Sem home page,24344,CARLOS ALBERTO FREIRE MEDEIROS,Administração,EM CONSOLIDACÃO
100319988,GEC320-13,Grupo de Pesquisa em Ética e Filosofia Política,Sem home page,5754631,MARIA CRISTINA LONGO CARDOSO DIAS,Filosofia,CONSOLIDADO
122863586,GEF447-17,Grupo de Pesquisa em Gerenciamento dos Riscos e Desastres Naturais (GENAT),Sem home page,5758017,SAULO ROBERTO DE OLIVEIRA VITAL,Geociências,EM CONSOLIDACÃO
148,GCF146-03,"GRUPO DE PESQUISA EM GESTÃO, TRABALHO E POLÍTICAS EDUCACIONAIS - GETEPE",Sem home page,23063,ANTONIO LISBOA LEITAO DE SOUZA,Ciências Humanas,CONSOLIDADO
129833868,GEG474-18,Grupo de Pesquisa em Indústria 4.0,Sem home page,5757550,ORIVALDO VIEIRA DE SANTANA JUNIOR,Ciência da Computação,EM CONSOLIDACÃO
133289823,GET536-19,GRUPO DE PESQUISA EM INOVAÇÃO E TECNOLOGIA EM SAÚDE,Sem home page,5759298,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,Engenharia Médica,EM CONSOLIDACÃO
123771163,GEC511-19,Grupo de pesquisa em lógica e teoria da informação,Sem home page,5757425,SAMIR BEZERRA GORSKY,Filosofia,EM CONSOLIDACÃO
106941077,GED366-14,Grupo de Pesquisa em Motricidade e Fisiologia Humana,Sem home page,5753682,ROBERTA DE OLIVEIRA CACHO,Fisioterapia e Terapia Ocupacional,CONSOLIDADO
134288065,GED548-19,Grupo de Pesquisa em Qualidade do Cuidado e do Ensino de Saúde,Sem home page,5756366,PETALA TUANI CANDIDO DE OLIVEIRA SALVADOR,Saúde Coletiva,EM CONSOLIDACÃO
129226174,GED466-18,Grupo de Pesquisa em Saúde e Bem estar,Sem home page,23673,ANA KATHERINE DA SILVEIRA GONCALVES DE OLIVEIRA,Medicina,EM CONSOLIDACÃO
115683609,GEL387-16,GRUPO DE PESQUISA EM SAÚDE E FUNCIONALIDADE - GESAF,Sem home page,5757432,EGMAR LONGO HULL,Fisioterapia e Terapia Ocupacional,EM CONSOLIDACÃO
85541463,GED267-11,GRUPO DE PESQUISA EM SAÚDE FEMININA,Sem home page,23673,ANA KATHERINE DA SILVEIRA GONCALVES DE OLIVEIRA,Medicina,CONSOLIDADO
119397535,GEB424-17,Grupo de Pesquisa em Serviços e Aplicações para Internet do Futuro,Sem home page,5755408,AUGUSTO JOSE VENANCIO NETO,Ciência da Computação,EM CONSOLIDACÃO
127322120,GEB517-19,Grupo de Pesquisa em Tecnologias Energéticas - GPTEN,Sem home page,5753699,LUCIENE DA SILVA SANTOS,Química Analítica,EM CONSOLIDACÃO
116943429,GET418-16,Grupo de Pesquisa em TI aplicado à Fisioterapia,Sem home page,5757619,JULIO CESAR PAULINO DE MELO,Fisioterapia e Terapia Ocupacional,EM CONSOLIDACÃO
98448579,GED334-13,Grupo de Pesquisa em Tuberculose da Universidade Federal do Rio Grande do Norte (GTB-UFRN)RN,Sem home page,5755462,ERIKA SIMONE GALVAO PINTO,Saúde Coletiva,CONSOLIDADO
115,GCC117-01,GRUPO DE PESQUISA ESPAÇO E PODER,Sem home page,22745,BEATRIZ MARIA SOARES PONTES,Ciências Humanas,CONSOLIDADO
131757865,GEF486-18,"Grupo de pesquisa interdisciplinar das ciências contábeis, ambientais e de saúde",Sem home page,25988,LUZIANA MARIA NUNES DE QUEIROZ,Técnicas de Análise e Avaliação Urbana e Regional,EM CONSOLIDACÃO
117483263,GEC395-16,Grupo de Pesquisa multilíngue voltado para a aquisição da competência tradutória,Sem home page,2273348,KATIA AILY FRANCO DE CAMARGO,Letras,EM CONSOLIDACÃO
94845564,GEC358-14,"Grupo de Pesquisa Neurociências Aplicadas, Processos Básicos e Cronobiologia",Sem home page,5752506,KATIE MORAES DE ALMONDES,Psicologia,CONSOLIDADO
2228952,GEC231-10,Grupo de Pesquisa Ponte Literária Hispano-brasileira,Sem home page,17967,FRANCISCO IVAN DA SILVA,"Linguística, Letras e Artes",CONSOLIDADO
115139141,GEE487-18,"GRUPO DE PESQUISAS APLICADAS AO SETOR PÚBLICO: ADMINISTRAÇÃO, CONTABILIDADE E FINANÇAS",Sem home page,5754694,CLAUDIO BEZERRA DANTAS,Administração,EM CONSOLIDACÃO
2228981,GEC232-10,Grupo de Pesquisas em Ensino-Aprendizagem de Línguas Estrangeiras,Sem home page,22990,SELMA ALAS MARTINS,Linguística,CONSOLIDADO
122778346,GEE429-17,Grupo de Pesquisas em Marcas e Marketing,Sem home page,5752207,LISSA VALERIA FERNANDES FERREIRA,Comunicação,EM CONSOLIDACÃO
55,GCC054-95,GRUPO DE PESQUISAS MARXISMO E EDUCAÇÃO,Sem home page,23731,ISABEL MARIA FARIAS FERNANDES DE OLIVEIRA,Psicologia,CONSOLIDADO
123948621,GEE431-17,Grupo de Pesquisa sobre Economia Criativa e Desenvolvimento Humano,Sem home page,5758709,ANDERSON CRISTOPHER DOS SANTOS,Planejamento Urbano e Regional,EM CONSOLIDACÃO
92990114,GED315-13,GRUPO DE PESQUISA SOBRE EFEITOS AGUDOS E CRÔNICOS DO EXERCÍCIO,Sem home page,5755033,EDUARDO CALDAS COSTA,Educação Física,CONSOLIDADO
134435094,GEC546-19,GRUPO DE PESQUISA SOCIAL - GPS UFRN,Sem home page,5760430,CARLOS EDUARDO FREITAS,Fundamentos da Sociologia,EM CONSOLIDACÃO
130687429,GEC468-18,Grupo de Pesquisa Território e Desenvolvimento,Sem home page,5752271,FRANCISCO FRANSUALDO DE AZEVEDO,Geografia Econômica,EM CONSOLIDACÃO
109981930,GEN381-15,GRUPO DE POLÍTICA DO ENSINO SUPERIOR,Sem home page,26242,ALDA MARIA DUARTE ARAÚJO CASTRO,Educação,EM CONSOLIDACÃO
117793057,GEG425-17,Grupo de Síntese Química de Materiais Cerâmicos (GSQMaC),Sem home page,5753617,FABIANA VILLELA DA MOTTA,Engenharia de Materiais e Metalúrgica,EM CONSOLIDACÃO
125544372,GEB450-17,Grupo de transporte em nanoestruturas,Sem home page,5756348,LUIZ FELIPE CAVALCANTI PEREIRA,Física,EM CONSOLIDACÃO
